Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Full-light Standard;Finish White;Installation position Ceiling;IP IP40;IK 05;Control management On/Off;Luminaire efficacy 105.0 lm/W;Light Source topLED;CCT 4000 K;Optics General Lighting;Delivered lumen 4725 lm;CRI 80;UGR < 25;97854N00;"Single emission ceiling lights for indoor application. The natural white LED light source with a general lighting light distribution is composed of 121 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 6026 lm, with a 148.8 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP40; the total weight is of 3.45 kg.
The total absorbed power is 41 W. The power supply cable is included and features a 0.3 m lenght.
The device features protection class II and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Full-light Standard;Finish White;Installation position Ceiling;IP IP40;IK 05;Control management DALI;Luminaire efficacy 105.0 lm/W;Light Source topLED;CCT 4000 K;Optics General Lighting;Delivered lumen 4725 lm;CRI 80;UGR < 25;97855N00;"Single emission ceiling lights for indoor application. The natural white LED light source with a general lighting light distribution is composed of 121 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 6026 lm, with a 148.8 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP40; the total weight is of 3.45 kg.
The total absorbed power is 41 W. The power supply cable is included and features a 0.3 m lenght.
The device features protection class II and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 89.5 lm/W;Light Source topLED;CCT 3000 K;Optics General Lighting;Delivered lumen 985 lm;CRI 80;UGR < 19;96477W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 56 topled LEDs with CCT of 3000 K and a CRI 80; the source luminous flux is 1422 lm, with a 129.3 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.05 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 11 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 75.1 lm/W;Light Source topLED;CCT 3000 K;Optics General Lighting;Delivered lumen 826 lm;CRI 92;UGR < 16;96478W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 56 topled LEDs with CCT of 3000 K and a CRI 92; the source luminous flux is 1193 lm, with a 108.5 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.05 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 11 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 93.8 lm/W;Light Source topLED;CCT 4000 K;Optics General Lighting;Delivered lumen 1032 lm;CRI 80;UGR < 19;96477N00;"Single emission ceiling lights for indoor application. The natural white LED light source with a general lighting light distribution is composed of 56 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 1490 lm, with a 135.5 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.05 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 11 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 73.9 lm/W;Light Source topLED;CCT 3000 K;Optics General Lighting;Delivered lumen 1552 lm;CRI 92;UGR < 19;97344W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 56 topled LEDs with CCT of 3000 K and a CRI 92; the source luminous flux is 2240 lm, with a 106.7 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.05 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 21 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 86.6 lm/W;Light Source topLED;CCT 3000 K;Optics General Lighting;Delivered lumen 1819 lm;CRI 80;UGR < 19;97343W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 56 topled LEDs with CCT of 3000 K and a CRI 80; the source luminous flux is 2626 lm, with a 125.0 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.05 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 21 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 92.0 lm/W;Light Source topLED;CCT 4000 K;Optics General Lighting;Delivered lumen 1932 lm;CRI 80;UGR < 19;97343N00;"Single emission ceiling lights for indoor application. The natural white LED light source with a general lighting light distribution is composed of 56 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 2789 lm, with a 132.8 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.05 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 21 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Light Source topLED;CCT 3000 K;Optics General Lighting;CRI 80;Delivered lumen 1932 lm;CRI 80;UGR < 19;96494W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 78 topled LEDs with CCT of 3000 K and a CRI 80; the source luminous flux is 2285 lm, with a 142.8 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.90 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 16 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Light Source topLED;CCT 3000 K;Optics General Lighting;CRI 92;Delivered lumen 1932 lm;CRI 80;UGR < 19;96495W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 78 topled LEDs with CCT of 3000 K and a CRI 92; the source luminous flux is 2106 lm, with a 131.6 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.90 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 16 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Light Source topLED;CCT 4000 K;Optics General Lighting;CRI 80;Delivered lumen 1932 lm;CRI 80;UGR < 19;96494N00;"Single emission ceiling lights for indoor application. The natural white LED light source with a general lighting light distribution is composed of 78 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 2387 lm, with a 149.2 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 1.90 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 16 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Light Source topLED;CCT 3000 K;Optics General Lighting;CRI 92;Delivered lumen 1932 lm;CRI 80;UGR < 19;95736W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 169 topled LEDs with CCT of 3000 K and a CRI 92; the source luminous flux is 3600 lm, with a 120.0 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 3.40 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 88.2 lm/W;Light Source topLED;CCT 3000 K;Optics General Lighting;Delivered lumen 2912 lm;CRI 80;UGR < 19;95729W00;"Single emission for indoor application. The warm white LED light source with a general lighting light distribution is composed of 169 topled LEDs with CCT of 3000 K and a CRI 80; the source luminous flux is 4293 lm, with a 143.1 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 3.40 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 96.3 lm/W;Light Source topLED;CCT 4000 K;Optics General Lighting;Delivered lumen 3177 lm;CRI 80;UGR < 19;95729N00;"Single emission for indoor application. The natural white LED light source with a general lighting light distribution is composed of 169 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 4495 lm, with a 149.8 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 3.40 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 88.2 lm/W;Light Source topLED;CCT 3000 K;Optics General Lighting;Delivered lumen 2912 lm;CRI 80;UGR < 19;96423W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 169 topled LEDs with CCT of 3000 K and a CRI 80; the source luminous flux is 4293 lm, with a 143.1 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 3.50 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Light Source topLED;CCT 3000 K;Optics General Lighting;CRI 92;Delivered lumen 2912 lm;CRI 80;UGR < 19;96415W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 169 topled LEDs with CCT of 3000 K and a CRI 92; the source luminous flux is 3600 lm, with a 120.0 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 3.50 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 96.3 lm/W;Light Source topLED;CCT 4000 K;Optics General Lighting;Delivered lumen 3177 lm;CRI 80;UGR < 19;96423N00;"Single emission ceiling lights for indoor application. The natural white LED light source with a general lighting light distribution is composed of 169 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 4495 lm, with a 149.8 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 3.50 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 92.3 lm/W;Light Source topLED;CCT 3000 K;Optics General Lighting;Delivered lumen 2768 lm;CRI 80;UGR < 22;96596W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 182 topled LEDs with CCT of 3000 K and a CRI 80; the source luminous flux is 4623 lm, with a 154.1 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 4.50 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Light Source topLED;CCT 3000 K;Optics General Lighting;CRI 92;Delivered lumen 2768 lm;CRI 80;UGR < 22;96598W00;"Single emission ceiling lights for indoor application. The warm white LED light source with a general lighting light distribution is composed of 182 topled LEDs with CCT of 3000 K and a CRI 92; the source luminous flux is 3887 lm, with a 129.6 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 4.50 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
Professional Indoor Lighting;Ceiling Lights, Professional Lighting Indoor;Edith;Edith Modular Ceiling Comfort;Finish White;Installation position Ceiling;IP IP44;IK 05;Luminaire efficacy 100.7 lm/W;Light Source topLED;CCT 4000 K;Optics General Lighting;Delivered lumen 3020 lm;CRI 80;UGR < 22;96596N00;"Single emission ceiling lights for indoor application. The natural white LED light source with a general lighting light distribution is composed of 182 topled LEDs with CCT of 4000 K and a CRI 80; the source luminous flux is 4841 lm, with a 161.4 lm/W nominal luminous efficacy.
The device body is made of iron and features a white ral 9016 finish, processed by means of coating; the diffuser is made of pmma. The ingress protection degree is IP44; the total weight is of 4.50 kg. The power supply driver is not provided and is to be ordered separately.
The total absorbed power is 30 W. The power supply cable is included and features a 0.30 m lenght.
The device features protection class III and can be ceiling-mounted.
Compliant with the EN 60598-1 standard and its specific provisions."
